//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,0,0,0,0,"121,1","130,1",0,0,0,0,0,100,0,0,0,0,110
110,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,0,0,0,0,100,0,0,0,0,110
110,103,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,110
110,100,100,100,100,0,0,0,0,100,100,100,0,0,0,0,0,0,"123,2",0,100,0,0,0,0,110
110,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,100,100,0,0,0,0,110
110,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,"131,2",0,0,0,0,0,0,0,110
110,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,"131,2",0,0,0,0,0,0,0,110
110,0,200,0,0,101,101,0,0,100,100,100,0,0,0,0,0,"131,2",0,0,0,0,0,0,0,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,300,0,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
110,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110
